State,Region Code,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
MO,29027,30787,31313,32105,32574,33387,34136,34635,35291,36809,37255,39111
KY,21035,29859,30691,31439,31707,31882,32471,33246,32992,34088,35107,35878
WI,55015,36795,37302,40005,41205,41898,44588,45259,46669,48839,51013,52859
MD,24009,49092,50169,52380,53323,52881,54474,56721,58241,60067,61949,63976
ID,16025,29673,26940,31355,36511,42550,44162,45310,41693,41264,44173,47417
PA,42021,32730,32850,35415,36003,36740,37870,39228,39810,40817,43445,45107
NJ,34007,41146,41861,43807,44608,45255,46926,48869,50230,51889,53740,55780
MO,29029,29412,28879,30306,31110,31763,33089,34647,35327,36764,37108,38352
GA,13039,28472,28980,30600,30552,30710,31780,32621,33812,34959,36061,37184
NC,37029,36883,37739,39552,41030,40783,41033,42251,43180,43696,44997,46366
TX,48061,22191,23352,24111,24594,25025,25861,26636,27122,27622,28940,29928
LA,22023,35218,33841,36077,40322,41794,44969,42219,42544,46624,47875,49000
PA,42023,34758,37052,39480,39973,42501,44503,44358,44458,45586,48112,47470
TX,48063,31666,31975,32269,33603,35333,37307,39399,36609,36760,37381,37111
WY,56005,44488,50333,57269,55731,52799,56877,53238,47151,49894,53564,55348
TN,47013,25919,27140,28094,29095,29613,29875,31420,31524,32452,33677,34655
KY,21037,35198,36056,37811,39887,39817,42156,43774,44872,46659,48546,50398
SD,46021,33261,35102,50151,44349,55321,50894,46980,41619,43761,53284,48544
OK,40017,35186,36177,38612,40918,41787,43618,43052,42094,43234,44865,46116
GA,13043,24920,24732,25762,26080,26364,27125,28189,29050,31307,32504,34192
TN,47015,26712,27942,29308,30614,31117,32405,33451,33985,34892,35228,36713
ID,16027,24380,24803,25738,27100,27396,28214,29254,30084,31486,33314,34446
MO,29031,34421,34973,36450,38862,38926,39659,41724,42514,43895,45113,46754
NJ,34009,43247,44690,46934,48772,49561,51478,54054,56059,58019,60264,62734
PA,42025,34784,35653,37212,39271,41146,42616,44866,47471,48312,51202,53053
UT,49007,30145,31273,33703,32533,32845,34069,35212,34631,36062,39307,40679
MT,30009,32945,35313,38847,40944,41372,43699,46207,47035,47685,50443,52371
WY,56007,37366,38938,44258,47127,48140,51333,51762,50129,53502,57459,59665
ID,16029,32531,30822,34035,36282,37397,37689,38468,38629,38992,40205,42527
KY,21039,34174,36121,40418,39177,43477,40481,40260,41000,41001,39874,42991
MN,27017,32004,32906,34094,34412,35735,37420,38878,39671,41181,42791,44391
MD,24011,33516,34467,36671,38775,39828,40852,41840,42683,44791,45687,46883
VA,51033,33454,33707,34840,35657,36173,37123,41264,39257,40757,41569,42977
IL,17015,34383,36094,39961,38147,44421,42264,41806,44065,42884,44532,45342
NH,33003,40913,42080,44579,46915,47700,50038,51977,54261,57185,58523,60157
IN,18015,31320,32980,36180,37130,39599,39278,37972,39596,40835,43129,43432
GA,13045,28961,28705,30511,31662,31836,32868,34761,35803,37034,38359,39147
MS,28015,26105,27926,30837,31457,33935,32056,33968,35342,36887,38021,38497
OH,39019,27865,29474,31457,32509,33520,34879,35446,35347,37672,39445,40833
KY,21041,40802,32647,30771,30889,32886,37630,39432,38311,34170,36056,37806
MO,29033,37258,34930,38070,38937,42445,45567,42601,45099,45104,43530,49468
IA,19027,38087,40648,45439,46591,48695,49171,49982,50359,51910,55934,58482
MD,24013,46961,48232,50604,51854,52302,54487,56800,58629,60587,62200,64288
AR,5015,24010,24299,24755,26777,27673,30906,30411,30812,32472,33251,33021
TN,47017,29323,30505,31728,31614,32776,32330,33663,33851,34974,35607,37529
TX,48065,33008,38441,36229,37589,42738,40459,42695,40980,43496,44495,48571
NV,32510,41031,44233,43038,39473,40782,42501,45514,45771,48572,50797,52470
TN,47019,26208,27393,28802,29438,29468,30486,31289,31686,32944,33840,34691
KY,21043,25083,25759,26355,26560,26157,27610,29196,28835,30005,30645,31713
MT,30011,27970,29941,35285,47952,50361,54520,56514,50333,40917,42872,41642
MO,29035,27548,27620,27822,28427,27516,28524,29939,30752,31285,31658,33370
OK,40019,32989,34734,36572,39741,39462,42250,40564,39528,40778,42661,43578
NC,37031,38775,39701,40435,41724,41068,42958,44957,46895,47385,49435,51582
MN,27019,49594,51469,55236,58811,59001,62391,64664,65569,68395,71268,72852
MT,30013,36541,38344,39540,40410,39928,41970,43393,44272,46031,47889,49803
KY,21045,22850,23676,24740,25906,27115,28276,29611,29478,30082,30787,31688
NE,31025,39264,39015,43477,42367,43926,43662,45977,47176,48961,51306,53422
IN,18017,29016,29944,31705,32885,34065,34929,35297,36103,37536,39095,40693
IA,19029,34495,35088,38995,40016,41380,42522,44415,43798,45327,48117,50153
ND,38017,40533,42665,45630,50347,50087,53451,53919,53393,54257,57067,58783
IL,17017,32231,33495,35331,34396,37602,37403,37393,37910,39344,40889,41954
MN,27021,33418,34626,36933,38817,38406,40641,42715,44096,45617,46935,47981
MO,29037,35264,35558,37162,38206,39019,40657,42366,44332,45204,46323,47907
MI,26027,29410,31566,34087,34951,35973,37243,39172,41231,42932,44675,45409
TX,48067,27858,30094,31879,32877,32877,34207,34601,34559,35133,36572,37566
ID,16031,28868,32420,34471,36158,40754,41899,44836,44628,43020,46257,49712
TX,48069,32243,44638,51856,44198,44849,60587,72352,57298,62749,59181,64427
NC,37033,25725,26534,27419,29236,29776,30751,31650,32578,33622,34534,36153
LA,22025,26462,28982,30943,32291,32466,31103,29785,30335,31790,33047,35037
NC,37035,33502,34408,35424,37000,36556,38339,40494,41905,43553,44948,46367
GA,13047,27330,28022,29148,30124,30068,31369,32514,32960,34097,35200,36399
NM,35003,25041,25707,27945,28336,28265,30812,31959,30975,32068,32858,32866
NY,36009,31820,33224,33307,34342,34511,35539,36900,36897,39168,39796,41774
ND,38019,52536,57400,66294,74840,78130,57132,56547,71262,57576,75087,65298
NY,36011,31223,32613,34560,36061,36688,37808,38573,39315,41286,42209,44520
MD,24015,37410,37907,39480,40299,40800,42109,43472,44545,45956,47796,49749
MO,29039,26099,26315,26824,27161,27980,29059,30108,29662,30213,30777,31208
IA,19031,38629,39389,44549,46816,48873,49798,50474,50435,51493,54466,56419
NE,31027,34310,39555,51869,46011,46004,45907,47503,45373,45598,49420,50992
PA,42027,34084,35703,37499,38635,39660,41368,41699,42603,44720,45866,47564
IA,19033,38011,38880,41775,44411,45774,50239,52571,51370,50006,52147,54253
CO,8015,30623,31005,32572,34185,35586,39024,41188,42563,44521,47773,49036
AL,1017,26102,27373,28695,29339,29633,30515,31734,32704,32940,34395,35900
TX,48071,36938,39156,42538,44596,46138,48450,50926,51450,52485,54718,56610
IL,17019,36835,38140,39239,40063,41435,42848,44017,43155,43514,44597,45967
OH,39021,30148,30820,32922,34076,35445,36272,36947,38095,39616,41376,42432
MO,29041,36951,35683,39714,38980,43112,43940,39791,41357,42700,42640,46156
MD,24017,47129,47795,49760,50020,49676,50625,52358,53721,54932,56119,57774
VA,51036,32708,33088,35223,36939,38450,39910,41446,42688,44383,45264,46976
SD,46023,34395,36380,41179,39318,36053,35178,34997,34854,35659,40138,41567
SC,45019,39045,41619,44526,49603,47441,50965,53836,55869,58880,61590,63901
MI,26029,35336,37534,39790,40577,40362,43052,46323,47447,49398,52284,53136
VA,51037,26837,27238,28186,29103,30222,30840,32876,33815,34690,35497,36737
FL,12015,31477,32053,33450,34178,34759,36611,38320,39527,40281,41795,42793
GA,13049,20772,20699,20494,20803,21252,21448,22317,23136,24211,24508,25020
KS,20017,33089,31881,41349,50216,52883,41446,43267,44934,45897,52086,53882
NE,31029,31352,39772,45936,61261,65087,59383,58658,65550,55001,54708,61516
GA,13051,36837,38053,40108,39941,40388,41763,43541,43518,45475,47398,48294
NC,37037,43628,44675,46663,49531,49907,53692,55842,58948,60330,63134,64807
GA,13053,28753,30708,32139,29591,27617,27390,29308,30100,30950,29790,30062
GA,13055,23980,24158,24801,24912,26253,27415,28422,28609,30030,30960,31577
NY,36013,30084,31459,33019,34152,34808,36107,37437,37905,40199,40472,42355
KS,20019,35196,35666,37670,38515,40330,40489,38641,37900,38367,40668,43327
NM,35005,28461,31666,34731,35255,34587,37541,36436,36514,38140,39477,41746
TN,47021,30319,31490,33641,35607,36065,36611,39233,41090,42331,44198,46138
MI,26031,27743,28665,30248,31285,32262,33705,35483,36534,37777,38838,40405
WA,53007,35615,35961,37844,41463,42252,45038,47587,49830,52180,54584,56253
NY,36015,33611,35207,36843,37574,38155,39518,40253,40709,42869,44510,46421
NY,36017,29805,31242,32835,34632,35629,36638,37949,38703,41015,42019,44146
AL,1019,27181,27969,28913,29614,30752,31621,33787,33443,34625,36037,36432
OK,40021,24847,26031,26687,27819,28210,28958,30332,30175,31229,32322,33583
SC,45021,26993,27047,27627,27947,27504,28409,29807,30513,31733,32870,33875
NC,37039,25539,25658,26446,27839,27765,28775,30111,29960,30963,32005,33402
TX,48073,27144,28021,28734,30077,30813,31836,32649,32975,33303,34754,35245
IA,19035,38921,38437,44327,48043,49098,54792,57637,57390,56364,61975,65727
KS,20021,28170,30233,31800,33505,33231,32644,34055,35154,37352,40941,42872
GA,13057,35925,36347,38361,40449,40769,42994,45703,47925,49351,51311,52953
NE,31031,30480,33530,41028,40733,48324,57015,58777,52652,44329,44572,46632
VA,51550,41224,42104,43409,44264,44034,45261,46999,47548,48696,50326,51874
NH,33005,39163,40290,42074,43466,43765,45433,47534,48738,50149,51934,53141
SC,45023,24848,25566,26868,27893,28032,29493,30763,31191,32660,33813,35227
PA,42029,60716,61545,64416,67714,68463,72432,75718,75434,79143,84409,87557
TN,47023,25568,26418,27941,29324,29361,29397,30501,31332,32321,33690,34800
SC,45025,23881,24381,24852,25575,26424,26686,27975,28645,29745,31200,32249
VA,51041,41995,42314,43795,45781,45886,47005,49375,50536,52225,53702,55070
CO,8017,48036,54349,58265,52311,58338,50781,42906,37710,41698,43128,55188
KS,20023,35223,39872,52053,46798,56574,46468,42721,42687,41255,47393,54890
NE,31033,38712,40550,45682,46913,50031,50845,50386,48985,48931,49704,49384
IA,19037,35047,38650,43987,45394,48911,52553,56697,55902,54777,59156,62483
MS,28017,25213,27355,29034,29693,30575,31696,31532,32534,35350,35708,36994
AR,5017,27113,28059,30686,33526,36134,34200,33462,35399,36670,37601,40389
TX,48075,24465,24217,26232,24221,26333,25364,27137,27900,29305,30084,30731
AL,1021,27089,27467,28734,29510,29759,30623,32039,32498,33863,35053,36188
MI,26033,26648,27988,28155,29642,30470,29351,31167,31693,32436,33733,35034
WI,55017,33712,35220,37662,39553,39755,41452,42149,42180,43906,46156,47507
MN,27023,38402,39310,43791,48206,46750,44288,45079,44532,47246,48600,51230
MN,27025,34769,35102,37550,39009,39889,41893,43993,44867,46915,48662,50093
VT,50007,45378,46370,49438,51098,51963,54063,55975,57130,58179,60302,61858
OK,40023,24713,25590,26905,28334,28935,29965,30577,29663,29959,31004,32368
AL,1023,25548,27917,29769,32021,34027,35224,35845,36275,37444,38896,40145
MS,28019,23270,24270,25910,27137,28402,28663,30209,31406,31943,33117,34999
MT,30015,27235,30429,35308,35598,35472,32529,33570,32144,31221,39794,41312
NC,37041,30984,30554,32733,34288,34288,35091,36051,36829,39072,40596,42314
IL,17021,32946,34721,37447,36563,39205,38517,37896,38775,39866,42121,42576
MO,29043,30155,30248,31436,32835,33408,34753,36419,37684,38732,40251,41516
KY,21047,32248,32348,35379,35426,35512,35817,36703,36202,37566,37944,39504
NV,32001,31574,33392,35169,35468,36381,38616,39978,40337,42834,44395,45219
NM,35006,23071,23485,24054,24404,24412,26062,27002,27057,27345,28168,29384
OK,40025,30960,40964,50739,54260,71235,65384,82318,67835,69457,66417,71734
FL,12017,29472,30619,31537,32371,33128,34362,35570,36082,37012,38021,39055
OR,41005,41582,42339,44473,47162,46652,48263,50966,53716,55806,59533,61726
LA,22027,27344,28636,29910,31948,33365,35087,33545,31606,32926,34084,34954
TN,47025,26958,28040,29491,31046,31011,31183,32551,32774,33835,35168,35996
MS,28021,26625,27783,27594,28500,28994,28195,28768,28714,29909,30530,31501
WA,53009,34504,35092,36655,38570,38618,40513,41492,42560,44050,46281,47856
MI,26035,25486,26521,27303,28016,28786,29674,31049,32145,32902,33846,34637
SC,45027,23031,24062,25381,27662,29079,28950,30203,30749,31818,33298,34475
PA,42031,33665,35866,37112,36322,36591,36952,38095,38479,39151,41060,42281
NV,32003,34869,35646,36939,38921,38316,40552,43028,43950,45798,47759,48806
ID,16033,24651,25561,33966,32941,42408,39083,38940,38944,44314,45791,41622
WA,53011,37444,37801,39525,41894,41842,44606,46615,48506,50726,54542,56401
SD,46025,35963,34482,54608,49577,59170,53343,47645,46246,42966,48248,46281
IL,17023,32009,33899,36588,35385,38435,37220,36900,38048,39746,41716,42593
KS,20025,35336,41566,47689,47603,51710,50439,52310,55478,55513,60746,64457
KY,21049,31656,32330,34351,34355,34951,36118,37375,37571,38661,39054,40413
OH,39023,31626,32187,33889,34531,35066,36113,37138,38026,39445,40563,41811
AR,5019,26518,27763,28846,30958,30468,31699,32559,33103,34639,35399,36832
MO,29045,28733,27823,30903,32408,35255,35563,33947,36163,35994,34114,36842
WI,55019,27296,28974,31545,34010,34381,37462,37478,37070,39105,41119,43135
IN,18019,33701,35862,39087,40848,40106,40130,41239,41254,42173,43712,45270
AL,1025,27393,28575,29535,30161,31296,32613,34053,34879,35419,36336,37965
GA,13059,25162,25711,27184,27371,27747,29690,30956,31843,32663,34034,34869
MS,28023,28219,29524,30495,33063,35034,35829,35004,35029,35668,37269,38735
IA,19039,30165,31166,32762,33662,34725,35990,38765,37286,39565,42122,42031
VA,51043,49672,50344,52181,53713,53725,55409,58921,62397,63710,65443,67094
OR,41007,32981,33641,34496,35693,36004,37769,39716,41331,43371,45954,47081
NE,31035,36203,38456,49098,47305,54798,51857,50207,50445,47783,49475,51362
KY,21051,22226,23718,24752,25201,25689,27341,28610,28575,29891,30532,31200
KS,20027,39502,40591,40270,38764,39109,38440,37344,38474,40130,42603,46888
MN,27027,32874,33930,35889,38313,38730,39678,40822,40659,41291,42747,44023
AL,1027,27693,27837,26743,27416,28176,29547,31355,31410,32492,33613,34322
AR,5021,28344,28204,29058,30998,32612,30840,30381,31074,34434,35399,36459
IA,19041,37062,39377,44048,46498,46864,47498,49013,46223,47630,51957,54270
GA,13061,26038,26008,26557,26482,26944,25883,28622,30203,31022,32637,35142
NC,37043,26253,26734,26776,27561,27938,29813,31188,31523,32054,33154,34391
TX,48077,33986,35456,37173,39243,39792,41190,40295,41484,40561,42411,44295
TN,47027,25296,26356,28093,28187,28307,29213,29266,28647,30188,30811,31056
MS,28025,28050,29457,31489,33519,34962,35193,33282,34208,35810,37201,39449
IL,17025,31234,32761,34242,35091,36130,35593,35903,36493,38951,40781,40308
FL,12019,33437,33900,35205,36176,36509,38249,39743,40846,41546,43000,44042
WV,54015,24839,25310,27389,28136,27489,28867,29183,28329,29486,31313,32197
SD,46027,32388,32131,33311,32142,32626,33133,35185,36535,36382,39133,40589
IN,18021,29063,30069,31545,32027,33129,33646,34429,35873,37172,37814,39004
MO,29047,39505,39664,39624,40231,41396,43129,45256,45684,46481,47574,48920
GA,13063,24172,24785,26008,24605,24757,25555,26417,26729,27145,27827,28665
IA,19043,32359,35204,40358,42145,43011,44493,46249,45540,48002,49371,51982
CO,8019,44979,44011,46527,48164,50165,52069,56133,56606,58257,59680,61816
PA,42033,33560,35166,37050,37173,37699,38658,40049,41082,42622,44789,46253
MN,27029,29151,30864,33011,34182,35487,37690,39451,39576,41270,43879,44765
ID,16035,28482,28974,29984,30010,31088,31949,33386,33471,34875,35977,36805
AL,1029,26770,27947,28738,30199,31387,32743,34441,34170,35457,36243,35791
AR,5023,28061,29361,31172,33295,33777,35179,35774,35222,36731,37731,38942
OH,39025,36631,37999,40514,41136,41679,44039,48574,48768,51116,53553,55842
NC,37045,28356,29130,30179,31444,31419,32787,34153,34666,36155,37363,38644
OK,40027,35228,36409,38461,39855,40131,42442,42925,42058,43169,44412,45675
AR,5025,27969,28748,28647,30337,32380,35006,36515,36029,38334,40595,39847
GA,13065,24332,26008,29053,29597,30696,32024,33983,35237,36132,37430,39136
KY,21053,23480,24722,26320,27315,28644,29851,30748,29578,30386,31444,31601
IL,17027,34868,36606,38522,38911,39687,40683,41761,43096,44800,46181,47653
IN,18023,29067,29885,32159,33292,34719,35657,35289,36258,37042,39328,39905
MO,29049,32672,32325,35109,34713,36683,38859,38781,39826,40924,41513,43200
OH,39027,36168,36274,38632,38671,38455,38763,41068,42160,43693,45183,46599
NY,36019,33787,35275,35614,36850,37529,38467,40826,41046,43136,43437,45112
MI,26037,33156,34938,36721,37249,37953,39628,41080,42898,44185,45797,47411
IA,19045,33883,35110,37488,38592,39090,39515,41239,41745,42508,44486,46466
PA,42035,28431,29670,32104,33078,33257,35186,36345,36450,37967,39429,40669
KS,20029,30212,30040,33318,33061,34293,34228,34583,34531,35544,38732,41892
MS,28027,27789,28734,31239,29790,33087,30012,31756,33824,34385,35607,37070
OK,40029,26291,27666,28706,28904,29281,33068,33016,31778,33342,36027,38741
GA,13067,40855,41757,44008,44627,45317,48260,50346,51687,54986,57528,59194
AZ,4003,34195,34563,35214,34354,34557,35828,36934,37497,39060,39911,41766
TX,48079,29140,42686,32634,33814,39881,31262,32338,30916,38066,39941,39333
TN,47029,24198,25364,26751,27332,28112,28344,29812,30515,31159,32282,33340
AZ,4005,33924,34408,37093,36815,38345,40654,42782,44465,46824,48870,49189
SD,46029,35390,37624,40617,42707,41900,42474,44312,45106,47061,49687,51250
AL,1031,33986,35429,36049,36175,37241,37948,39767,40280,41205,42863,43979
GA,13069,24406,24813,26064,26028,26915,27903,29493,29813,31927,32830,34073
TN,47031,30015,31212,32439,33474,33929,35205,36529,36644,37554,38762,40415
KS,20031,40796,42787,49428,51446,56244,56046,53806,51436,48860,53008,55119
TX,48081,27886,30713,33126,36925,40231,42346,40395,38827,39228,40684,41669
AL,1033,30505,31646,32730,32969,33365,34776,35831,36463,37371,38319,39679
MO,29051,37905,38132,39109,41243,41384,42212,43133,43997,45671,46171,48273
TX,48083,28626,30232,33411,35379,37317,39360,39460,37025,39377,40501,42683
IL,17029,30561,32260,34192,34226,35526,36892,37560,37818,39363,40679,41751
NM,35007,30748,32725,36219,36476,35974,38389,39353,40037,40020,41143,42497
NE,31037,31770,32830,38373,36547,39292,39182,40765,41746,40489,42736,44785
SC,45029,26921,27411,28214,28522,29129,30581,31980,33316,34442,35940,37521
FL,12021,57409,62567,64829,71923,69392,77435,83159,85274,89607,98303,99382
