State,Region Code,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
TN,47109,-5,4,9,-3,-4,6,5,-1,9,3,2
KS,20113,5,0,11,-12,-1,9,6,15,14,21,2
NE,31117,95,-7,38,-18,50,51,7,-13,-12,-21,9
SD,46089,-15,10,38,26,-4,-2,-8,-20,-1,20,0
SD,46093,-1,8,6,0,0,10,6,1,3,8,4
KY,21163,0,6,1,2,11,3,-2,1,-3,3,4
KS,20119,16,28,18,-1,22,-13,-12,9,-12,11,4
MT,30059,5,16,27,19,-1,23,-8,-25,10,-8,21
VA,51117,5,4,-2,-2,0,2,6,0,-1,4,6
NC,37119,-9,-5,9,12,0,6,7,5,5,6,3
MI,26107,-3,16,-4,-7,5,3,6,7,-2,0,2
OH,39103,-1,6,10,0,6,9,-2,0,6,7,1
TX,48325,3,3,5,12,12,4,2,-4,8,6,5
MN,27093,-10,12,2,7,-1,7,4,1,7,2,5
TN,47121,-4,5,6,5,9,7,5,5,8,6,4
OH,39105,10,7,1,-7,9,-4,2,-1,-1,5,9
SD,46095,-21,35,-3,-1,-1,39,-11,-29,66,-14,-5
IL,17129,1,-1,4,-7,13,-9,-10,1,7,3,-1
TX,48327,-12,0,16,10,20,-20,-10,-19,0,3,9
CA,6045,1,4,-4,2,4,5,6,4,3,6,7
KY,21165,1,8,1,1,-1,0,1,1,3,5,13
WI,55078,11,-5,3,7,1,3,2,-6,2,4,3
MI,26109,-5,6,0,-1,-2,7,-2,-1,9,5,6
CA,6047,-5,3,10,0,7,12,0,0,10,1,7
ND,38057,16,0,2,8,13,3,7,9,-4,-7,-4
OH,39107,-12,7,11,5,17,5,13,-10,7,11,-7
IL,17131,-4,1,16,2,11,3,-24,10,3,3,3
MO,29129,5,7,5,5,-6,22,-43,-1,23,5,12
PA,42085,-5,5,6,2,2,2,1,0,2,4,2
NJ,34021,-2,2,2,8,3,1,4,5,1,4,6
WV,54055,4,4,2,3,0,-3,1,-2,2,2,5
KY,21167,-6,16,1,5,5,-3,1,5,2,7,0
GA,13199,5,6,3,4,0,3,4,12,12,4,4
NE,31121,11,7,17,6,20,32,-9,-9,-13,-5,12
NH,33013,6,8,-2,2,-3,6,1,2,3,5,3
CO,8077,-8,-3,2,2,0,4,1,0,7,7,5
KY,21169,-12,18,5,4,-1,0,-2,-3,6,2,8
KS,20121,-3,3,2,4,5,7,6,8,8,5,5
IN,18103,-12,3,8,2,9,6,-8,7,8,1,2
OH,39109,-7,5,7,7,2,0,2,4,4,4,4
FL,12086,-5,4,2,2,6,6,7,5,6,7,4
NJ,34023,-3,1,0,5,3,2,5,3,1,4,3
CT,9007,-2,-13,1,6,1,2,4,0,3,-1,4
MA,25017,0,7,4,4,2,3,6,3,4,7,5
VA,51119,6,-3,2,-3,10,-3,4,4,9,2,5
MI,26111,-2,5,4,4,0,17,12,-6,1,6,1
TX,48329,-15,19,22,19,5,9,-14,-4,32,35,2
PA,42087,0,5,5,3,3,4,5,-4,2,3,4
TX,48331,-7,12,15,3,-4,1,-6,-2,-2,-34,16
UT,49027,4,2,13,-11,16,-1,2,-9,5,0,6
MN,27095,-2,4,2,7,5,4,3,5,-1,3,5
GA,13201,-3,6,18,-3,-1,-1,6,8,-2,13,13
MO,29131,-7,8,0,11,6,2,13,-13,1,2,9
AR,5091,-2,12,7,0,-3,-1,8,1,1,3,5
TX,48333,16,-2,1,6,-4,19,0,3,1,23,11
IA,19129,12,-7,6,12,1,-5,1,6,9,7,11
WI,55079,0,2,4,2,1,2,3,2,2,5,2
SD,46097,52,-17,31,-26,23,-21,-5,-6,20,20,12
NV,32021,3,12,-5,-16,-4,4,0,10,9,3,15
MT,30061,-1,8,6,0,13,0,6,-1,11,1,8
WV,54057,8,5,1,1,4,0,5,-1,-1,5,3
CO,8079,0,1,13,7,12,-1,12,2,5,10,12
WV,54059,-12,9,14,7,-12,-27,-22,-13,16,10,-4
ID,16067,1,-2,21,-2,3,-2,9,-3,-5,12,11
SD,46099,0,0,8,15,-1,7,3,4,3,8,4
MI,26113,-3,7,10,1,15,27,-17,-13,26,0,20
AR,5093,-23,15,30,1,-6,-3,-1,8,4,11,7
MO,29133,-3,-6,6,12,10,0,-20,20,0,-14,17
MT,30063,2,-1,3,1,2,3,6,5,7,5,3
IA,19131,-7,19,10,1,17,8,-1,0,-3,12,14
NC,37121,-1,16,-7,2,0,2,-1,2,6,8,8
TX,48335,-23,20,17,4,-1,-15,-38,-9,8,6,-10
KS,20123,-11,8,20,1,6,4,-4,-2,3,10,7
GA,13205,1,-3,2,2,2,0,8,-2,-2,0,10
AL,1097,0,3,5,1,2,2,0,2,3,5,2
CA,6049,-2,-2,1,-5,4,6,5,2,1,3,14
CO,8081,0,4,0,-8,-2,6,-8,-4,3,-2,7
AZ,4015,-5,0,1,1,4,4,4,4,0,5,8
MO,29135,-6,7,-3,6,-12,15,16,-19,0,10,1
NJ,34025,-3,0,0,2,4,2,4,3,2,4,4
CA,6051,1,5,4,-5,5,3,4,6,12,-3,14
IA,19133,13,-15,8,-4,9,0,9,-7,9,-10,10
WV,54061,11,7,5,2,9,2,5,1,3,2,2
IN,18105,3,1,2,4,5,7,2,4,6,5,3
IA,19135,12,-2,-4,-4,2,-3,9,-1,5,7,8
AR,5095,-4,15,14,0,15,-20,-14,-1,9,1,10
MS,28095,3,1,5,-1,7,0,-1,2,4,2,3
FL,12087,-4,4,0,4,1,5,7,5,6,4,6
AL,1099,-5,-2,-5,-5,6,4,2,-7,5,7,4
OH,39111,-10,8,26,6,4,36,4,34,29,49,-10
MO,29137,2,3,-2,-12,21,-1,-17,10,2,-12,13
IL,17133,-1,11,-2,2,9,1,4,1,2,2,3
KY,21171,1,11,4,12,2,11,2,-3,5,5,-2
TN,47123,-13,20,15,-1,-5,1,5,15,2,7,4
WI,55081,1,6,6,2,3,5,8,1,11,9,-1
GA,13207,7,7,8,-4,3,-2,-7,-2,-5,8,-5
MI,26115,-2,5,2,-2,6,3,1,1,2,1,4
WV,54063,6,5,0,-2,-2,2,12,21,-19,-1,8
NY,36055,4,2,0,3,0,1,4,3,1,3,5
PA,42089,1,2,0,0,1,4,6,8,0,2,6
TX,48337,-17,16,30,14,18,11,-35,-19,10,-1,-5
MI,26117,-1,8,4,7,-2,0,7,1,0,5,3
CA,6053,4,1,-1,5,9,3,7,1,4,4,4
CO,8083,-26,-15,41,-17,-13,23,-14,-9,17,-1,-5
KS,20125,3,-2,14,-6,-4,5,-7,7,11,22,-2
PA,42091,-2,2,3,5,3,4,4,3,0,3,5
TX,48339,2,8,7,18,6,9,3,5,17,10,6
OH,39113,-5,3,3,2,3,3,3,3,3,5,4
MS,28097,2,7,8,-8,9,-4,1,4,0,-3,7
IA,19137,4,-6,5,4,2,-6,9,-2,1,1,9
MO,29139,-1,15,-6,-10,18,12,-11,8,-3,7,7
AL,1101,-2,3,2,2,2,1,4,3,1,2,4
NC,37123,-4,9,3,4,9,6,4,0,2,4,2
AR,5097,-5,2,-1,9,1,-1,-3,-8,-1,3,7
NY,36057,2,4,-1,2,3,3,1,3,4,3,6
IN,18107,-9,7,-4,-3,8,-1,6,0,2,4,0
KY,21173,-2,10,3,13,0,1,5,1,3,2,3
TN,47125,1,5,9,6,0,0,4,3,7,6,5
MD,24031,2,6,5,1,-1,2,7,6,3,1,2
GA,13209,-1,1,-7,0,5,0,10,2,6,1,10
IL,17135,-2,10,6,-1,11,-6,-8,-1,11,3,-9
MI,26119,-2,5,6,-5,9,3,-7,10,7,8,7
PA,42093,7,7,5,2,6,0,4,-1,1,2,0
CO,8085,-2,-4,0,2,0,3,7,0,6,9,6
SD,46101,-4,10,22,0,16,-9,7,0,-11,11,3
NC,37125,0,8,3,2,4,6,4,4,4,5,5
TX,48341,-10,13,-4,-1,0,-6,3,-6,21,15,5
TN,47127,-2,-4,-5,21,2,-3,8,17,35,14,34
NM,35033,33,21,2,-14,4,13,-6,-16,-25,10,2
LA,22067,11,-6,5,23,0,-9,-8,5,-6,1,8
WV,54065,0,2,-3,3,1,-1,0,2,1,7,10
MO,29141,-7,12,-3,18,-13,10,14,-15,2,15,-1
AL,1103,-2,3,0,2,3,5,4,6,2,6,4
GA,13211,-4,2,1,12,4,9,7,1,7,6,7
TN,47129,-4,1,2,5,0,-6,0,-1,3,8,9
IN,18109,0,1,3,2,6,0,1,9,4,7,12
OH,39115,-2,4,6,1,1,9,3,0,7,2,5
KY,21175,-2,7,0,6,0,-3,0,6,3,4,6
CO,8087,-5,14,2,4,2,6,4,-3,2,10,5
UT,49029,1,16,-3,8,-1,7,2,4,10,12,6
IL,17137,1,2,0,5,5,-2,-3,3,4,5,4
NE,31123,-13,15,35,-15,27,109,7,-14,5,1,-1
KS,20127,23,-6,4,10,1,1,8,6,0,19,-3
NJ,34027,0,5,1,6,2,-2,4,1,0,4,4
TX,48343,-7,29,30,-17,-8,-8,-1,-10,-13,14,-1
MN,27097,-5,7,3,4,2,8,2,7,-5,1,2
OH,39117,-3,8,9,5,-6,4,5,4,-8,2,8
OR,41049,-10,31,-16,11,27,25,-7,6,8,-1,12
KS,20129,-17,15,-5,5,9,-8,-34,-10,48,1,1
ND,38059,4,3,7,22,5,18,-2,-5,13,5,2
TX,48345,-8,12,44,-18,25,-26,-5,-8,6,5,10
IL,17139,-1,8,26,14,4,-3,-19,-1,17,15,0
ND,38061,37,59,28,39,14,13,-27,-26,3,15,-5
MN,27099,3,6,7,5,6,-4,6,2,-1,-2,4
KY,21177,7,4,15,10,-3,3,-7,-15,-7,4,6
OR,41051,-4,0,5,5,4,6,7,8,6,7,4
GA,13213,1,-8,5,8,-12,1,14,12,-2,-3,4
MN,27101,7,2,14,-1,7,-2,11,-5,-8,6,13
OK,40099,12,2,6,3,3,4,8,-7,6,4,4
IA,19139,-6,-1,2,4,3,9,6,2,0,2,1
GA,13215,1,3,4,4,0,3,3,1,5,6,4
MI,26121,-5,5,4,4,4,4,2,0,3,4,1
OH,39119,-1,1,9,1,12,8,0,0,2,5,3
OK,40101,0,8,5,3,3,6,-3,0,0,-2,4
MT,30065,79,130,14,-1,-7,-4,-9,-13,6,10,14
TX,48347,-21,7,7,-4,-3,-1,-3,-3,7,6,-1
NE,31125,1,25,31,-13,0,-6,-7,-16,24,-2,7
MA,25019,3,2,6,4,4,6,5,4,3,8,15
CA,6055,1,-1,1,9,7,9,9,4,3,2,5
NC,37127,3,4,2,-11,6,38,28,6,-5,1,-22
NY,36059,4,5,0,6,0,1,4,4,3,4,4
FL,12089,-6,1,2,7,0,5,6,3,7,7,7
LA,22069,16,8,-5,-1,1,3,6,1,10,3,3
WY,56025,-10,7,9,14,4,10,-2,-9,1,13,2
AZ,4017,1,-2,5,-1,-2,-1,-1,-1,8,5,5
TX,48349,-2,6,10,7,6,3,3,-4,-3,7,6
VA,51125,2,6,5,9,1,3,9,2,0,3,8
ND,38063,-10,-12,16,20,-2,-8,-3,9,15,7,-6
KY,21179,-3,11,4,13,12,4,1,-6,-3,2,6
NE,31127,14,-4,9,2,24,-14,6,18,-5,-6,12
KS,20131,10,-1,32,-3,2,1,-7,3,15,4,-5
KS,20133,-10,4,0,6,0,-2,-4,2,4,7,11
MS,28099,-3,4,-6,8,-1,3,-2,-1,6,2,2
KS,20135,-20,8,1,15,1,-13,-14,6,4,12,8
CA,6057,-1,5,2,0,3,3,5,4,3,4,9
AR,5099,-14,8,12,21,10,2,5,-3,-6,6,1
DE,10003,5,3,7,1,-3,12,4,-4,1,6,3
NC,37129,-1,2,3,-4,9,7,4,5,2,7,6
CT,9009,-1,2,0,0,2,1,3,3,2,4,4
VA,51127,-3,2,2,7,1,9,7,7,-1,7,15
CT,9011,-8,0,0,1,5,-3,5,1,6,2,3
MO,29143,-15,9,4,-2,14,-11,1,-3,1,3,9
NY,36061,6,8,3,11,4,7,4,6,5,6,4
MI,26123,-8,5,5,11,1,3,2,3,10,3,9
SC,45071,2,0,3,4,5,-1,7,5,3,10,3
RI,44005,1,0,1,2,4,0,0,2,3,3,4
VA,51700,5,1,5,4,7,0,8,1,1,6,5
IN,18111,-23,6,10,1,20,-3,-7,-11,-2,10,3
MS,28101,6,-23,-5,0,3,7,0,-4,5,3,3
AR,5101,1,9,1,3,-1,2,13,3,7,-13,11
MO,29145,-2,6,0,4,3,5,10,-5,-2,8,1
TX,48351,-11,2,26,9,-16,-2,9,-23,20,14,7
GA,13217,-2,-3,4,5,4,5,8,5,6,7,8
ID,16069,1,2,0,3,5,3,5,5,3,5,4
NY,36063,4,5,2,-2,2,4,1,4,2,4,6
KY,21181,6,0,-3,5,1,1,4,-7,7,-4,12
WV,54067,-2,7,5,-6,-8,-7,-1,-6,1,7,3
MN,27103,-10,10,2,2,3,5,0,0,9,7,3
WY,56027,-1,6,30,-17,30,19,-12,-4,-3,5,2
OK,40103,-6,4,14,-2,8,2,-8,-11,1,10,3
IN,18113,-12,19,7,2,11,6,4,-1,-3,4,2
OH,39121,-7,6,8,4,41,78,1,-8,9,2,-22
MN,27105,16,-5,-5,4,2,6,3,-1,8,3,4
MO,29147,7,0,3,-1,11,-4,-4,2,-4,3,7
TX,48353,-13,19,13,4,3,-1,-10,0,3,4,6
MA,25021,-1,4,3,4,4,5,6,2,2,4,5
VA,51710,-3,0,0,0,1,3,6,2,1,3,3
MN,27107,-36,19,8,13,-7,-26,3,26,-9,5,-5
PA,42095,-1,2,4,4,6,7,7,5,3,4,4
NC,37131,4,-5,6,-2,-4,-4,6,4,12,3,12
VA,51131,5,-8,1,1,-2,-7,3,0,0,1,11
PA,42097,-1,2,1,0,2,5,2,2,2,1,6
VA,51133,12,4,4,1,8,-3,3,-3,1,4,14
KS,20137,7,21,7,-5,20,-11,-10,10,-10,-1,12
VA,51135,1,4,4,-1,6,6,7,0,7,0,5
OK,40105,6,7,17,-3,1,10,-8,-7,1,3,8
MS,28103,-4,8,-2,-1,18,-20,2,5,7,-2,9
NE,31129,-3,-9,24,2,18,3,9,-16,-2,1,9
TX,48355,-5,13,14,2,1,-4,1,-4,9,11,-1
NV,32023,-2,13,-4,-2,-4,0,-3,3,11,5,7
IA,19141,-8,15,17,6,5,10,-2,12,7,-2,-1
MI,26125,-7,6,7,8,2,3,6,3,2,4,3
TN,47131,9,-12,1,-12,11,4,1,0,3,-3,8
NJ,34029,0,2,2,4,6,3,4,2,2,1,4
MI,26127,5,5,7,-3,4,0,0,2,5,5,4
TX,48357,-27,42,35,19,7,10,-35,-23,9,7,-9
SC,45073,7,7,1,5,4,5,9,1,2,2,4
GA,13219,3,-1,-1,16,3,11,9,5,7,11,8
WI,55083,-5,12,5,-1,4,4,2,3,2,3,8
MI,26129,-3,6,0,1,3,11,-2,-3,7,8,3
SD,46113,3,8,4,-2,-4,13,5,3,6,-2,4
IL,17141,-3,3,4,-3,7,3,1,-1,-1,1,4
GA,13221,-2,-1,-3,18,-1,9,-3,-5,8,6,-9
KY,21183,14,15,0,5,10,-2,-1,-7,2,0,2
IN,18115,10,4,-33,-18,-26,6,6,2,10,-4,3
WV,54069,-5,-3,2,8,11,8,3,11,13,5,3
FL,12091,-1,-1,2,6,2,2,5,3,6,6,7
WA,53047,0,7,4,-1,2,2,14,7,5,0,3
FL,12093,-2,2,3,12,5,22,-1,-4,10,-5,35
OK,40107,3,-8,4,3,-1,7,-3,5,-5,9,14
OK,40109,-8,4,8,5,7,5,-5,-2,5,7,-1
OK,40111,-4,1,0,2,8,2,0,-1,0,2,4
MS,28105,1,0,3,2,3,2,3,5,2,5,1
KY,21185,0,3,5,2,4,2,9,11,9,4,5
TX,48359,-16,30,13,31,54,-16,-15,2,-3,8,-12
ND,38065,30,-1,5,5,-1,11,7,-10,4,1,-1
MN,27109,2,6,-1,5,5,2,5,4,5,7,3
ID,16071,-5,0,4,-9,15,4,-4,6,0,6,5
WI,55085,1,-1,2,4,0,1,4,2,2,6,6
NY,36065,2,3,1,3,1,1,2,4,3,5,7
NY,36067,3,3,0,5,2,4,5,1,2,5,5
NC,37133,9,7,1,0,-1,0,0,6,0,4,2
NY,36069,2,6,2,6,6,3,9,-2,4,4,4
MI,26131,-10,0,-15,-4,-2,0,2,1,1,2,11
NC,37135,-1,5,1,4,5,5,5,5,5,7,5
FL,12095,-4,1,2,5,5,6,7,6,5,6,5
IN,18117,-8,3,5,6,0,1,9,0,9,5,-1
TX,48361,2,12,2,5,9,4,-1,0,2,7,3
CA,6059,-4,4,2,7,4,4,7,4,6,4,5
NY,36071,3,3,1,3,2,4,6,3,4,7,7
VA,51137,1,2,0,5,6,-1,5,7,7,3,9
VT,50017,-1,4,5,5,0,-1,2,1,2,4,6
SC,45075,1,-1,4,-1,6,-1,3,0,3,3,5
MO,29149,-1,1,4,4,6,21,3,-10,-7,8,5
NY,36073,10,5,-6,-1,5,-1,7,-2,1,2,6
LA,22071,-2,14,-19,2,-1,4,4,0,3,4,3
VT,50019,-2,5,9,2,8,5,2,-3,6,3,6
MO,29151,-7,7,7,-1,8,12,11,-8,-3,4,4
OK,40113,-14,9,23,-3,-5,44,0,-16,-20,3,0
KS,20139,11,-7,-2,-2,7,-3,7,3,2,13,7
KS,20141,-3,11,23,-14,9,-5,1,-9,9,8,7
FL,12097,-2,4,5,4,4,7,9,5,6,6,6
MI,26133,-2,5,4,1,3,11,1,0,2,3,10
IA,19143,-31,25,17,4,14,13,-12,-13,23,2,-4
MI,26135,-14,4,4,2,-1,-1,6,0,5,6,13
NY,36075,13,6,0,4,8,2,2,-4,6,2,5
CO,8089,-2,3,6,1,6,-3,6,-2,3,9,9
NM,35035,5,10,5,-1,0,0,1,2,2,4,5
NE,31131,39,-1,9,3,8,-15,1,19,-5,7,-4
NY,36077,4,3,1,1,1,0,2,5,5,7,5
MI,26137,-2,1,3,-1,0,3,2,7,8,5,2
KS,20143,-9,5,6,-3,0,-8,-1,0,3,5,20
OH,39123,4,-4,11,6,3,-6,9,-2,6,1,6
MI,26139,-3,5,3,3,5,5,8,2,5,5,2
OK,40115,1,7,2,4,0,0,7,0,4,2,7
MN,27111,-4,4,5,3,7,5,-1,1,2,3,5
LA,22073,8,3,0,1,2,7,6,3,1,5,1
AR,5103,-1,6,4,1,5,2,-2,-3,2,4,3
CO,8091,13,-4,-3,10,18,5,8,-6,2,5,9
WI,55087,3,1,4,5,1,6,8,5,3,5,5
TN,47133,-2,10,-1,4,-1,2,4,4,7,6,10
KY,21187,8,7,2,0,1,10,5,11,-5,-5,4
IN,18119,1,7,2,-6,-5,6,1,4,5,4,8
KY,21189,1,4,2,-4,-2,0,6,1,0,4,8
ID,16073,-6,13,8,3,6,18,-10,4,-2,9,6
ME,23017,-3,7,-2,0,2,5,-1,3,4,4,8
MO,29153,2,5,-2,0,0,12,-1,-3,3,3,6
WI,55089,0,6,3,9,-1,4,5,5,2,5,5
WA,53049,-2,-1,1,5,7,5,0,3,4,6,10
IA,19145,8,-4,1,10,3,-2,2,0,1,2,6
VA,51139,-3,7,-2,-3,6,6,6,2,5,-2,1
FL,12099,-4,4,2,3,5,6,8,5,6,6,5
IA,19147,-18,3,21,8,10,6,-1,-10,9,0,1
TX,48363,-11,5,0,-2,9,16,-14,-6,1,7,6
NC,37137,-2,5,-8,0,12,-2,2,-8,3,2,10
MS,28107,3,3,6,7,-4,-3,6,2,-1,2,4
TX,48365,-39,7,-5,-13,20,19,-37,-20,10,16,0
WY,56029,-8,3,9,0,4,0,2,-5,0,4,3
MT,30067,-2,4,6,1,6,1,7,2,10,3,7
CO,8093,10,2,1,2,0,1,9,7,7,6,14
IN,18121,-2,2,2,-5,18,-8,4,4,7,3,6
TX,48367,-19,3,11,1,12,11,-8,-5,8,7,0
TX,48369,8,29,6,-3,-6,31,17,-21,-2,-5,5
FL,12101,-4,0,1,4,2,6,7,5,5,6,7
NC,37139,-3,5,2,0,1,-1,5,1,3,3,3
NJ,34031,-5,2,0,2,1,3,1,0,-1,3,2
VA,51141,2,6,3,2,-1,-1,5,0,5,1,6
GA,13223,0,0,3,9,2,5,10,6,6,8,5
OH,39125,-8,3,12,4,-2,6,-12,-2,15,12,4
OK,40117,-4,7,6,0,8,3,-7,0,5,4,4
KS,20145,0,3,6,6,20,-4,5,9,-25,-2,7
NE,31133,-10,5,35,-12,2,-5,4,-13,22,9,1
ID,16075,-8,15,8,9,11,0,8,-3,-1,2,10
OK,40119,-3,9,5,4,1,4,-3,-2,2,6,4
GA,13225,-5,4,0,-1,3,11,5,6,0,5,7
MS,28109,-8,-17,5,4,-10,0,1,0,2,7,6
TX,48371,-35,1,-9,-17,-3,-3,-37,-6,34,43,3
ND,38067,-13,8,-4,16,-1,8,9,17,4,-10,2
MO,29155,-6,-1,18,-5,26,-19,-2,11,-18,3,5
WA,53051,5,4,13,-8,-2,13,1,4,1,8,0
NC,37141,-3,6,0,3,3,7,3,5,4,6,8
WV,54071,-2,10,3,-9,1,-8,-5,-4,20,-14,11
KY,21191,0,10,2,0,4,-1,-1,-1,5,5,4
SD,46103,0,4,4,5,2,5,4,2,4,3,4
MN,27113,-4,13,7,13,18,3,13,5,15,9,0
ME,23019,3,1,-1,1,1,3,2,4,2,6,5
IL,17143,-1,3,8,6,-3,2,3,0,6,9,1
WI,55091,4,1,12,6,-2,2,1,1,3,1,8
NE,31135,-13,9,41,-8,6,-21,-6,-3,12,-2,24
SD,46105,4,18,6,13,-1,16,-7,-15,66,-29,-4
NC,37143,-1,6,7,2,-8,-1,3,3,21,14,10
AR,5105,-1,0,-3,-1,7,-2,13,-7,8,1,-1
AL,1105,-5,12,-5,4,7,-11,-2,3,0,-1,9
TN,47135,-8,8,-2,7,4,7,4,6,3,10,2
PA,42099,-2,2,4,-1,11,4,3,-2,4,4,4
MO,29157,8,18,9,7,3,-2,8,3,-9,3,2
IL,17145,9,6,8,2,-2,-4,2,-5,3,9,0
OH,39127,-1,13,13,-5,-1,4,-4,3,11,1,2
MS,28111,3,4,6,4,3,-2,-1,4,1,4,4
KY,21193,5,1,2,-15,-9,-4,-3,-14,4,2,4
IN,18123,-19,48,-7,-10,4,11,10,1,-3,3,1
NV,32027,-18,16,25,-10,-9,2,-11,-6,23,-5,6
NC,37145,11,11,-13,8,-15,12,-7,-2,-2,1,9
MT,30069,-8,-29,44,41,29,17,-27,-30,-45,20,23
MO,29159,-3,8,4,-3,6,3,4,-1,-2,1,3
NE,31137,2,5,13,3,13,-5,8,0,-14,2,3
MO,29161,3,2,2,2,1,5,4,2,0,5,1
KS,20147,4,-5,36,-18,9,7,2,11,14,27,1
MT,30071,-14,10,7,1,-7,-12,-3,1,-1,13,-1
AR,5107,1,2,15,-5,10,-11,1,-2,2,1,8
CO,8095,5,2,24,-8,-10,1,-15,18,-7,11,9
IL,17147,1,7,9,-3,13,-7,-15,20,0,5,-1
OH,39129,4,4,3,-3,2,-3,4,0,5,5,2
SC,45077,-3,4,4,2,4,3,5,8,4,7,5
GA,13227,-3,2,-2,8,5,12,7,5,6,7,2
AL,1107,6,1,-9,6,25,2,-5,-1,1,5,1
TN,47137,-1,6,9,14,8,23,19,-6,10,0,5
WA,53053,0,3,1,3,4,2,4,4,7,8,6
WI,55093,3,5,4,6,6,5,4,-4,0,11,0
GA,13229,-3,1,-3,4,8,0,10,6,4,2,7
NE,31139,-2,17,18,-2,6,-1,7,-3,1,8,1
ND,38069,-5,7,20,12,-8,-10,11,-6,13,18,-13
IL,17149,0,16,6,0,19,-1,-21,18,0,4,4
GA,13231,1,4,7,7,2,5,9,3,5,1,8
OH,39131,9,-5,-7,27,-4,-3,3,4,15,5,2
MO,29163,1,6,-4,-2,9,7,-6,6,-4,4,5
AL,1109,-2,9,-3,2,1,6,5,2,3,2,0
AR,5109,-8,5,-10,0,4,16,2,-4,0,6,-1
KY,21195,-5,6,3,-6,-6,-2,-6,-9,2,3,2
MS,28113,-4,1,-1,3,5,1,1,-2,0,1,3
IN,18125,12,9,-9,5,12,2,-18,0,5,-13,11
PA,42103,-1,1,1,1,2,5,6,3,1,5,7
AZ,4019,-4,3,2,3,1,3,2,6,7,6,5
AZ,4021,-4,2,12,1,-1,6,0,4,5,7,4
MN,27115,4,1,3,-2,5,4,0,1,-1,5,8
FL,12103,-1,1,-1,3,3,4,6,4,3,6,6
MN,27117,5,9,12,-1,-1,18,-6,0,13,2,5
ME,23021,6,4,1,3,-1,2,3,1,7,7,10
CO,8097,-16,-1,1,5,8,8,6,6,4,5,5
NC,37147,5,2,4,1,8,6,11,2,0,1,4
OK,40121,-6,0,7,5,-5,8,1,-9,5,10,1
UT,49031,48,-26,-3,-16,2,21,77,27,25,2,-15
CA,6061,0,1,2,6,5,6,9,6,4,7,7
LA,22075,-31,-6,23,-1,7,-12,-22,-15,20,12,-4
MO,29165,5,6,1,4,4,9,10,8,10,2,6
NE,31141,0,10,18,7,6,-4,-3,1,-1,8,1
WY,56031,2,17,9,-8,5,0,6,-1,1,8,1
WV,54073,9,6,1,-2,8,10,-1,0,7,3,-2
CA,6063,-1,5,6,-10,-3,8,1,8,14,-4,20
IA,19149,1,5,3,4,6,1,1,6,6,1,3
MA,25023,0,4,3,4,3,6,6,2,5,6,6
WV,54075,-3,7,4,4,5,-2,3,-1,4,4,6
IA,19151,-4,-7,24,14,17,2,9,0,-20,10,3
AR,5111,-1,1,-2,4,7,-10,-1,2,14,0,5
LA,22077,-17,-1,-2,-11,2,4,-18,-7,5,0,1
IA,19153,0,3,0,9,-1,14,11,6,0,4,2
NC,37149,3,6,2,-1,4,2,4,2,2,-5,4
TN,47139,10,2,-7,1,7,0,1,-6,7,8,2
MO,29167,-1,4,3,4,3,5,5,-6,6,9,1
WI,55095,5,0,5,2,5,6,5,-1,3,4,6
FL,12105,-3,1,2,3,4,1,7,5,7,6,6
GA,13233,-2,-3,3,6,0,4,6,4,5,5,5
NE,31143,-1,-9,14,-2,8,2,-7,-6,18,-6,-3
MN,27119,-13,6,6,6,7,-13,0,9,-1,3,2
TX,48373,-15,1,3,-1,5,2,-9,6,4,7,3
OR,41053,-6,-2,3,3,3,4,9,5,10,5,4
AR,5113,-5,4,-3,8,6,6,3,-3,5,6,-2
MT,30073,3,-18,30,-14,9,-9,-15,12,-5,22,12
MS,28115,-3,4,-2,6,4,4,10,4,1,3,4
OK,40123,-5,6,5,0,3,6,5,6,5,7,5
AR,5115,1,6,0,0,2,5,4,-2,1,1,3
MN,27121,-8,11,7,16,7,-3,1,-6,4,7,6
IL,17151,-15,20,10,3,-40,-6,5,-9,5,-3,5
WI,55097,7,0,3,3,-1,8,10,7,-1,7,5
OH,39133,-3,5,5,4,3,2,4,0,4,2,4
IN,18127,-18,18,0,7,5,1,2,4,8,6,2
VA,51740,2,3,5,3,3,2,5,0,3,5,5
IN,18129,-6,-2,19,-11,-23,-11,1,13,48,24,11
OK,40125,3,2,1,2,4,9,-1,-4,3,1,5
KS,20149,7,6,15,-2,1,-11,6,-6,1,3,-6
IA,19155,5,-6,2,7,2,2,3,0,0,7,3
SD,46107,-13,22,20,27,9,-22,-25,-14,14,-21,7
PA,42105,-17,9,-6,-15,2,2,7,19,7,6,13
TX,48375,0,2,0,5,3,3,2,0,1,6,2
MT,30075,15,-4,7,28,9,39,8,-10,-13,5,5
MT,30077,6,0,2,2,9,9,5,-1,2,5,7
KY,21197,-4,7,0,0,3,0,4,1,2,5,5
ID,16077,6,-12,20,10,-9,-16,9,-5,9,18,7
IA,19157,-2,3,13,7,0,9,1,-7,-1,10,3
VA,51145,0,3,0,7,2,8,3,5,2,2,9
MT,30079,-8,1,6,35,6,28,12,-6,0,-8,-8
AR,5117,15,-13,-14,11,16,-1,-17,2,20,-10,-3
KS,20151,-7,4,19,7,9,-2,-5,0,7,3,16
OH,39135,-3,3,5,3,5,1,6,-4,5,6,2
MS,28117,-1,5,-1,-4,4,3,6,-1,0,3,5
